datetime,latitude,longitude,capacity_mw,plant_type,hour,day_of_year,month,irradiance,temperature,wind_speed,cloud_cover,actual_power_mw,theoretical_power_mw
2024-01-01 00:00:00,30.0,120.0,100.0,光伏,0.0,1,1,0.0,14.142693819712832,1.9600158937595045,0.25757937597341474,0.0,0.0
2024-01-01 06:00:00,30.0,120.0,100.0,光伏,6.0,1,1,0.0,13.632363659530252,1.0489648113461636,0.29268670549102677,0.0,0.0
2024-01-01 12:00:00,30.0,120.0,100.0,光伏,12.0,1,1,338.54454794500873,8.07651193209992,4.690861810452049,0.43405351069890546,35.960992547901405,33.854454794500874
2024-01-01 18:00:00,30.0,120.0,100.0,光伏,18.0,1,1,0.0,8.9227805983215,2.1407075371167616,0.16637543610475045,0.0,0.0
2024-01-02 00:00:00,30.0,120.0,100.0,光伏,0.0,2,1,0.0,12.284773162170051,3.8784503013072724,0.18949931973661946,0.0,0.0
2024-01-02 06:00:00,30.0,120.0,100.0,光伏,6.0,2,1,0.0,11.981701902957905,2.3190704555960586,0.29120940731847095,0.0,0.0
2024-01-02 12:00:00,30.0,120.0,100.0,光伏,12.0,2,1,342.71698868147035,7.343059929684159,6.212471401305692,0.42203572752438434,35.40330269036157,34.27169886814704
2024-01-02 18:00:00,30.0,120.0,100.0,光伏,18.0,2,1,0.0,7.649372923698873,2.4877572709284625,0.11113791181046066,0.0,0.0
2024-01-03 00:00:00,30.0,120.0,100.0,光伏,0.0,3,1,0.0,14.687431530485926,4.128972292720892,0.03897645160064149,0.0,0.0
2024-01-03 06:00:00,30.0,120.0,100.0,光伏,6.0,3,1,0.0,11.039126066041137,2.1755187843087604,0.2009441984047531,0.0,0.0
2024-01-03 12:00:00,30.0,120.0,100.0,光伏,12.0,3,1,277.285249404427,5.836994605414134,3.3280328950935196,0.6736732092704684,28.24352422339164,27.7285249404427
2024-01-03 18:00:00,30.0,120.0,100.0,光伏,18.0,3,1,0.0,9.606503948407212,3.223595548774682,0.05997246074253249,0.0,0.0
2024-01-04 00:00:00,30.0,120.0,100.0,光伏,0.0,4,1,0.0,13.908070842822543,3.289119398689984,0.19945525697760963,0.0,0.0
2024-01-04 06:00:00,30.0,120.0,100.0,光伏,6.0,4,1,0.0,10.156866893667951,2.6803287836426986,0.137674732661502,0.0,0.0
2024-01-04 12:00:00,30.0,120.0,100.0,光伏,12.0,4,1,401.9839211556858,8.330916540200919,3.2441295976575084,0.25025111565748476,34.78649939886061,40.19839211556857
2024-01-04 18:00:00,30.0,120.0,100.0,光伏,18.0,4,1,0.0,9.221934120490369,3.711226579792855,0.09118502941878366,0.0,0.0
2024-01-05 00:00:00,30.0,120.0,100.0,光伏,0.0,5,1,0.0,13.32971616804209,2.5376482073354327,0.06437540184585876,0.0,0.0
2024-01-05 06:00:00,30.0,120.0,100.0,光伏,6.0,5,1,0.0,12.10174567395457,1.7243136766620781,0.07018184575960222,0.0,0.0
2024-01-05 12:00:00,30.0,120.0,100.0,光伏,12.0,5,1,392.0421987772008,6.283721576634437,2.535980190419642,0.27903111203022224,39.701453870385464,39.20421987772008
2024-01-05 18:00:00,30.0,120.0,100.0,光伏,18.0,5,1,0.0,9.073865017613109,2.3380740589333486,0.006813621940158143,0.0,0.0
2024-01-06 00:00:00,30.0,120.0,100.0,光伏,0.0,6,1,0.0,13.329146508221204,1.8041603544109603,0.13856316907541621,0.0,0.0
2024-01-06 06:00:00,30.0,120.0,100.0,光伏,6.0,6,1,0.0,11.73354822377686,3.0124941187276875,0.045693630813950524,0.0,0.0
2024-01-06 12:00:00,30.0,120.0,100.0,光伏,12.0,6,1,325.8105301802183,6.853972802583592,1.0159505814683965,0.49129899494325213,28.183042405868193,32.58105301802183
2024-01-06 18:00:00,30.0,120.0,100.0,光伏,18.0,6,1,0.0,6.941781492678722,3.3997742267234368,0.20991214014322487,0.0,0.0
2024-01-07 00:00:00,30.0,120.0,100.0,光伏,0.0,7,1,0.0,13.386292621127135,4.299228297786065,0.23362527118973836,0.0,0.0
2024-01-07 06:00:00,30.0,120.0,100.0,光伏,6.0,7,1,0.0,13.595708189749095,2.0663823199901232,0.0816724685535477,0.0,0.0
2024-01-07 12:00:00,30.0,120.0,100.0,光伏,12.0,7,1,406.61653176963796,7.676968687229498,0.8309132184173182,0.24588260283416707,41.43499098575193,40.661653176963796
2024-01-07 18:00:00,30.0,120.0,100.0,光伏,18.0,7,1,0.0,8.59762909861927,2.4705072909361974,0.12962791193253112,0.0,0.0
2024-01-08 00:00:00,30.0,120.0,100.0,光伏,0.0,8,1,0.0,14.040915959151492,4.601778891320915,0.194953980466446,0.0,0.0
2024-01-08 06:00:00,30.0,120.0,100.0,光伏,6.0,8,1,0.0,11.008789886795777,3.179275634956316,0.012484252158567744,0.0,0.0
2024-01-08 12:00:00,30.0,120.0,100.0,光伏,12.0,8,1,304.31067237643,5.296789929106545,2.415285295266348,0.5780135855256596,28.87360148496358,30.431067237643
2024-01-08 18:00:00,30.0,120.0,100.0,光伏,18.0,8,1,0.0,6.479006904394112,3.635150946814404,0.006841161308909249,0.0,0.0
2024-01-09 00:00:00,30.0,120.0,100.0,光伏,0.0,9,1,0.0,11.859331593964814,1.9844209187924584,0.23482056817508584,0.0,0.0
2024-01-09 06:00:00,30.0,120.0,100.0,光伏,6.0,9,1,0.0,13.858629272422618,4.9967308916917865,0.14721209830635626,0.0,0.0
2024-01-09 12:00:00,30.0,120.0,100.0,光伏,12.0,9,1,260.2456560756939,5.917926162477804,2.788813670375422,0.7653099917713606,25.15980622611927,26.02456560756939
2024-01-09 18:00:00,30.0,120.0,100.0,光伏,18.0,9,1,0.0,10.200409766762512,3.1570485674453446,0.04207472669958323,0.0,0.0
2024-01-10 00:00:00,30.0,120.0,100.0,光伏,0.0,10,1,0.0,12.572248697669785,1.325317055295643,0.2016720279119435,0.0,0.0
