datetime,latitude,longitude,capacity_mw,plant_type,hour,day_of_year,wind_speed,wind_speed_10m,temperature,air_density,power_density,actual_power_mw,theoretical_power_mw
2024-01-01 00:00:00,42,118,50.0,风电,0.0,1,2.720285427329006,2.160799521436437,24.71128199262395,1.2056241334813458,12.134597126758784,0.0,0.0
2024-01-01 06:00:00,42,118,50.0,风电,6.0,1,3.3984815608817214,2.6995098589981983,18.132882607135898,1.2328522252519156,24.19556575388448,0.32396826055027556,0.36012239992892797
2024-01-01 12:00:00,42,118,50.0,风电,12.0,1,4.350458138599139,3.4556917334753376,31.884117840339123,1.1772740457444981,48.46771620489308,1.450289609892145,1.6266574109964733
2024-01-01 18:00:00,42,118,50.0,风电,18.0,1,15.177164916041317,12.055650615878397,9.84782871386277,1.2689452482092805,2218.119029977,41.31270276626803,50.0
2024-01-02 00:00:00,42,118,50.0,风电,0.0,2,0.7152689689896395,0.5681583374905972,-2.546795344205872,1.327067617165822,0.2428125939584722,0.0,0.0
2024-01-02 06:00:00,42,118,50.0,风电,6.0,2,12.706487511253089,10.093121794359794,1.1846891703219153,1.3090169204852025,1342.7396284372594,43.58354283343437,50.0
2024-01-02 12:00:00,42,118,50.0,风电,12.0,2,7.596840680072315,6.034385046883452,26.668413526132532,1.197754153177452,262.5649464091596,12.02437427661338,12.093732527486523
2024-01-02 18:00:00,42,118,50.0,风电,18.0,2,1.5306688732017038,1.2158535039977143,9.290214410433627,1.2714504935127757,2.2798864173236897,0.0,0.0
2024-01-03 00:00:00,42,118,50.0,风电,0.0,3,10.1104845758049,8.031043365306182,17.86302116747386,1.2339954705784042,637.6751351375701,25.49345033648416,29.585917891061076
2024-01-03 06:00:00,42,118,50.0,风电,6.0,3,14.486003497551737,11.506641586420038,6.896176773937022,1.2823197736060685,1949.001174015134,45.15455355815304,50.0
2024-01-03 12:00:00,42,118,50.0,风电,12.0,3,3.948458081428831,3.136371737704186,33.39439944775518,1.1714738571213188,36.05663559179091,0.966686402419197,1.0158062850188623
2024-01-03 18:00:00,42,118,50.0,风电,18.0,3,3.3617106902743354,2.6703017182593585,4.412175540843716,1.293795702891645,24.57631214300516,0.28065103420374526,0.32307538302465394
2024-01-04 00:00:00,42,118,50.0,风电,0.0,4,4.213821140455586,3.347157107941944,34.53218243740474,1.167141844728229,43.6638410165153,1.3825046460305694,1.4056973631544416
2024-01-04 06:00:00,42,118,50.0,风电,6.0,4,14.989257653311824,11.906390571582607,6.212379776871524,1.2854585155196,2164.554097931511,50.18597044721345,50.0
2024-01-04 12:00:00,42,118,50.0,风电,12.0,4,5.210765060280782,4.139057811895797,20.314505829208073,1.2236871678409922,86.56550908231682,2.9749008438185855,3.365169628667221
2024-01-04 18:00:00,42,118,50.0,风电,18.0,4,3.4252616867916084,2.720782069137893,25.749024169070346,1.2014383486139197,24.140861517124875,0.3493293064032317,0.38761318569985653
2024-01-05 00:00:00,42,118,50.0,风电,0.0,5,9.84279292671857,7.818408330237005,19.41794421054192,1.2274371034359561,585.2269224676106,25.565026491900202,27.236196787378287
2024-01-05 06:00:00,42,118,50.0,风电,6.0,5,11.27679191286266,8.95747421349725,29.546276610553292,1.1863665916909398,850.639631110067,40.841545085989495,41.35875733742
2024-01-05 12:00:00,42,118,50.0,风电,12.0,5,1.7148386728166918,1.3621447758154124,4.197404738422414,1.294797585499998,3.2646880722541947,0.0,0.0
2024-01-05 18:00:00,42,118,50.0,风电,18.0,5,6.510185704065048,5.171224318037243,-1.291279414901858,1.320938865698776,182.23544601718908,7.827168214466864,7.316815465727789
2024-01-06 00:00:00,42,118,50.0,风电,0.0,6,14.475529818458652,11.498322047394959,13.036800253935873,1.2548054266701325,1903.0482407102284,45.39761952221309,50.0
2024-01-06 06:00:00,42,118,50.0,风电,6.0,6,16.4864522566307,13.095654517875609,4.9370268064161,1.2913538402853482,2893.3228072436873,46.614769647553004,50.0
2024-01-06 12:00:00,42,118,50.0,风电,12.0,6,8.78787745938671,6.980459189287949,17.88356395903766,1.2339083682133096,418.7018608151632,17.819076036578057,19.155190159359226
2024-01-06 18:00:00,42,118,50.0,风电,18.0,6,2.936405003670559,2.3324694030011823,15.807140637966548,1.2427751368495379,15.732959575208818,0.0,0.0
2024-01-07 00:00:00,42,118,50.0,风电,0.0,7,4.829427055512931,3.8361502677352712,11.528233158347675,1.2614548924794384,71.04418920371126,2.5665524223436273,2.5172984498072957
2024-01-07 06:00:00,42,118,50.0,风电,6.0,7,7.973991323868318,6.333966451995057,18.108957256670294,1.232953497404502,312.56761401734155,14.683962779446393,14.11001032976881
2024-01-07 12:00:00,42,118,50.0,风电,12.0,7,8.340926841660147,6.6254336941002805,10.877397549611207,1.2643454578612414,366.8416963716127,17.574745754828996,16.26358396758357
2024-01-07 18:00:00,42,118,50.0,风电,18.0,7,6.1831593703168455,4.91145806764268,8.72470695691022,1.2740013244781714,150.58135661390128,5.92951314285944,6.154944411976852
2024-01-08 00:00:00,42,118,50.0,风电,0.0,8,6.954655530194583,5.524279250414925,7.74374521228966,1.2784505035119178,215.02095903922648,7.128519690010113,9.09398730877926
2024-01-08 06:00:00,42,118,50.0,风电,6.0,8,12.315433363796169,9.78249644372873,18.55091414626971,1.2310854460330196,1149.76026996225,50.18981909364565,50.0
2024-01-08 12:00:00,42,118,50.0,风电,12.0,8,15.580941147982486,12.376381477419848,34.566725359231555,1.1670108265346086,2207.1200240468006,44.3681700863485,50.0
2024-01-08 18:00:00,42,118,50.0,风电,18.0,8,11.689599297149293,9.285378774338799,31.689259121655553,1.1780265804172112,940.8577516232403,35.74450739630126,46.15948086902888
2024-01-09 00:00:00,42,118,50.0,风电,0.0,9,14.164602534311928,11.251343726651077,7.138794952191642,1.2812097967071876,1820.5534445030366,45.84604717426727,50.0
2024-01-09 06:00:00,42,118,50.0,风电,6.0,9,6.334553026789539,5.031714323537089,22.126338981952603,1.2161785507031395,154.56646408199143,6.977815751869347,6.6779492969862435
2024-01-09 12:00:00,42,118,50.0,风电,12.0,9,11.737773261584286,9.323644714468116,13.98012638277239,1.2506829378164002,1011.2868905129372,42.43830142718024,46.74237156341978
2024-01-09 18:00:00,42,118,50.0,风电,18.0,9,4.196342618274673,3.33327342427239,31.691501640784715,1.1780179144477578,43.5245929842652,1.3053773933454873,1.3784426764647442
2024-01-10 00:00:00,42,118,50.0,风电,0.0,10,5.343232841033649,4.244280710339066,13.779733306604413,1.2515564206664749,95.46248517790696,3.563725740478379,3.6904770919555636
